rating,genre,theater_date,dvd_date,runtime,year
PG-13,Drama|Romance,"Nov 18, 1988","Mar 23, 2004",102 minutes,1988
NR,Comedy|Drama|Mystery and Suspense,"Nov 5, 2011","Jun 18, 2013",85 minutes,2011
R,Drama,"Oct 9, 1999","Jun 6, 2000",105 minutes,1999
PG-13,Drama,"Nov 22, 2013","Apr 15, 2014",98 minutes,2013
NR,Action and Adventure|Art House and International|Drama,"Dec 22, 1989","Jan 2, 2002",150 minutes,1989
PG-13,Drama,"Dec 16, 1985","Feb 18, 2003",154 minutes,1985
R,Action and Adventure|Drama|Mystery and Suspense,"Sep 14, 2007","Feb 5, 2008",122 minutes,2007
PG,Comedy|Kids and Family,"May 22, 1987","Sep 3, 2002",92 minutes,1987
R,Action and Adventure|Classics,"Jun 13, 1973","Dec 26, 2001",91 minutes,1973
PG-13,Comedy|Drama|Romance,"Dec 17, 2010","Mar 22, 2011",121 minutes,2010
R,Horror,"Aug 12, 2011","Dec 27, 2011",92 minutes,2011
R,Drama,"Jan 27, 2012","May 15, 2012",113 minutes,2012
PG,Comedy|Drama|Romance,"May 14, 2010","Sep 14, 2010",105 minutes,2010
R,Horror|Kids and Family|Mystery and Suspense|Science Fiction and Fantasy,"Feb 12, 2007","Oct 14, 2008",93 minutes,2007
R,Comedy,"Jan 11, 2008","Jun 10, 2008",104 minutes,2008
PG-13,Drama|Science Fiction and Fantasy|Romance,"Dec 25, 2008","May 5, 2009",166 minutes,2008
NR,Art House and International|Drama|Romance,"Apr 14, 1989","Aug 28, 2000",130 minutes,1989
PG,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,"Feb 9, 1977","May 25, 2004",80 minutes,1977
PG-13,Action and Adventure|Horror|Mystery and Suspense,"Jan 1, 1987","Jan 15, 1999",89 minutes,1987
G,Classics|Comedy|Musical and Performing Arts|Romance,"Jan 1, 1940","Jul 25, 2006",83 minutes,1940
NR,Classics|Musical and Performing Arts|Romance,"Jul 8, 1948","Mar 15, 2005",103 minutes,1948
R,Action and Adventure|Classics|Drama|Mystery and Suspense,"Mar 26, 1975","Oct 2, 2001",111 minutes,1975
G,Kids and Family|Science Fiction and Fantasy,"Jan 1, 1992","Oct 8, 2002",120 minutes,1992
NR,Art House and International|Drama|Horror,"Aug 29, 1963","Mar 8, 2005",90 minutes,1963
NR,Classics|Comedy|Drama,"Dec 27, 1958","Oct 1, 2002",143 minutes,1958
R,Action and Adventure|Drama|Mystery and Suspense,"Oct 28, 1983","Apr 20, 2015",99 minutes,1983
R,Action and Adventure|Mystery and Suspense,"Dec 2, 1993","Jun 1, 2004",104 minutes,1993
PG-13,Drama,"Dec 7, 2012","Nov 5, 2013",99 minutes,2012
PG-13,Comedy|Drama|Romance,"Feb 7, 2003","Jul 1, 2003",115 minutes,2003
NR,Art House and International|Drama,"May 25, 1966","Jun 14, 2005",95 minutes,1966
PG-13,Action and Adventure|Drama|Mystery and Suspense|Science Fiction and Fantasy|Faith and Spirituality,"Jan 26, 2001","Oct 31, 2000",100 minutes,2001
R,Drama,"Feb 9, 2007","Jul 17, 2007",89 minutes,2007
R,Drama,"May 7, 2010","Dec 14, 2010",126 minutes,2010
PG,Classics|Comedy|Mystery and Suspense,"Oct 3, 1955","Mar 6, 2001",100 minutes,1955
PG,Comedy|Kids and Family|Science Fiction and Fantasy,"Sep 21, 2018","Nov 27, 2018",104 minutes,2018
R,Comedy|Drama,"Jan 1, 1987","Nov 15, 2005",83 minutes,1987
R,Art House and International|Drama,"Dec 21, 2001","Apr 9, 2002",98 minutes,2001
R,Comedy|Drama,"Mar 31, 1995","Sep 2, 2003",126 minutes,1995
PG,Comedy,"Aug 14, 1987","Feb 15, 2005",86 minutes,1987
NR,Classics|Drama|Mystery and Suspense,"Apr 30, 1937","Jun 26, 1996",117 minutes,1937
PG,Action and Adventure|Kids and Family,"Jul 21, 1995","Jan 28, 2003",98 minutes,1995
R,Drama|Romance,"Jan 19, 2018","Mar 13, 2018",130 minutes,2018
NR,Drama,"Feb 22, 2002","Aug 12, 2003",90 minutes,2002
R,Drama|Mystery and Suspense,"Jan 15, 2009","Jun 2, 2009",106 minutes,2009
R,Drama,"Feb 25, 2004","Aug 31, 2004",127 minutes,2004
NR,Art House and International|Classics|Drama,"Dec 12, 1962","Jul 26, 2016",110 minutes,1962
NR,Documentary|Special Interest,"Jun 4, 2010","Dec 1, 2010",93 minutes,2010
PG-13,Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy,"Jun 11, 1993","Oct 10, 2000",126 minutes,1993
R,Action and Adventure|Mystery and Suspense,"Jan 1, 1988","May 29, 2007",99 minutes,1988
R,Comedy|Drama|Mystery and Suspense,"Oct 15, 2003","Oct 11, 2005",86 minutes,2003
PG-13,Drama|Musical and Performing Arts|Romance,"Jun 29, 2001","Oct 23, 2001",112 minutes,2001
R,Action and Adventure|Art House and International|Classics|Drama|Romance,"May 28, 2010","Oct 9, 2010",126 minutes,2010
PG,Classics|Drama,"Dec 21, 1966","Jul 11, 2006",167 minutes,1966
PG-13,Comedy|Drama|Romance,"Nov 25, 2011","Jun 26, 2012",100 minutes,2011
R,Drama,"May 9, 2014","Sep 9, 2014",100 minutes,2014
NR,Art House and International|Drama,"Mar 12, 1999","Nov 26, 2002",118 minutes,1999
PG,Science Fiction and Fantasy,"Dec 25, 1980","Feb 6, 2001",105 minutes,1980
R,Comedy|Drama|Science Fiction and Fantasy,"May 20, 1994","Nov 2, 2004",100 minutes,1994
R,Classics|Comedy,"Apr 1, 1975","Sep 2, 2008",95 minutes,1975
PG-13,Drama,"Dec 25, 2000","Jul 10, 2001",145 minutes,2000
PG-13,Drama|Mystery and Suspense,"Dec 25, 2008","May 19, 2009",120 minutes,2008
R,Classics|Comedy,"Dec 18, 1956","Jul 9, 2003",114 minutes,1956
PG,Comedy|Science Fiction and Fantasy,"Aug 9, 1991","Apr 16, 2002",96 minutes,1991
R,Comedy,"Oct 20, 1995","Jul 18, 2000",95 minutes,1995
R,Action and Adventure|Drama,"Jan 1, 1989","Nov 20, 2001",90 minutes,1989
NR,Classics|Drama|Western,"Feb 9, 1957","Apr 19, 2005",99 minutes,1957
PG,Comedy|Drama,"Aug 1, 1973","Sep 15, 1998",113 minutes,1973
PG,Classics|Drama,"Mar 18, 1959","Feb 3, 2004",156 minutes,1959
PG,Animation|Comedy|Kids and Family,"Feb 16, 2018","May 22, 2018",89 minutes,2018
PG,Action and Adventure|Drama|Mystery and Suspense,"Sep 19, 1973","Dec 28, 2004",111 minutes,1973
NR,Classics|Drama|Romance,"Jan 1, 1921","May 28, 1992",80 minutes,1921
R,Horror|Mystery and Suspense,"May 30, 2003","Oct 14, 2003",95 minutes,2003
NR,Documentary|Special Interest,"Jan 14, 1964","Sep 20, 2005",97 minutes,1964
PG,Drama,"Jul 8, 2016","Nov 22, 2016",128 minutes,2016
R,Comedy|Drama,"Aug 6, 2010","Feb 8, 2011",112 minutes,2010
R,Comedy|Drama,"Jul 21, 2017","Oct 17, 2017",122 minutes,2017
R,Comedy,"Apr 22, 1994","Dec 5, 2000",105 minutes,1994
NR,Drama|Mystery and Suspense,"Sep 5, 1956","Dec 22, 2009",80 minutes,1956
PG,Action and Adventure|Classics|Comedy|Drama,"Jan 26, 1972","May 20, 2003",105 minutes,1972
R,Drama,"Sep 6, 2013","Dec 10, 2013",90 minutes,2013
PG,Comedy|Musical and Performing Arts|Television,"Oct 13, 1981","Sep 5, 2006",94 minutes,1981
NR,Classics|Drama|Romance,"Oct 22, 1942","Nov 13, 2001",117 minutes,1942
R,Comedy|Romance,"Feb 17, 1984","May 22, 2001",90 minutes,1984
R,Action and Adventure|Drama,"Jun 1, 1986","Feb 24, 2015",96 minutes,1986
R,Drama|Mystery and Suspense,"Jun 1, 1991","Feb 5, 1992",94 minutes,1991
PG-13,Action and Adventure|Science Fiction and Fantasy,"Dec 14, 2012","Mar 19, 2013",170 minutes,2012
NR,Classics|Comedy|Drama,"Jun 1, 1957","Aug 21, 2001",99 minutes,1957
PG-13,Comedy,"May 10, 2013","Sep 23, 2013",96 minutes,2013
R,Comedy|Documentary,"Oct 25, 2002","Mar 25, 2003",84 minutes,2002
PG,Drama,"Dec 3, 2004","Apr 5, 2005",95 minutes,2004
PG-13,Drama,"Oct 19, 2001","Mar 19, 2002",106 minutes,2001
PG-13,Comedy,"Jul 26, 1991","Feb 18, 2003",93 minutes,1991
PG,Drama|Faith and Spirituality,"Sep 29, 2006","Jan 30, 2007",111 minutes,2006
PG-13,Comedy,"Mar 24, 2006","Aug 8, 2006",89 minutes,2006
G,Action and Adventure|Animation|Comedy|Drama|Kids and Family|Musical and Performing Arts,"Oct 27, 1998","Oct 27, 1998",75 minutes,1998
PG-13,Documentary|Special Interest,"Mar 18, 2009","Sep 8, 2009",96 minutes,2009
G,Action and Adventure|Animation|Classics|Comedy|Kids and Family|Musical and Performing Arts,"Sep 27, 1947","Jun 20, 2000",96 minutes,1947
NR,Classics|Comedy|Drama|Musical and Performing Arts,"Jan 1, 1967","May 15, 2001",121 minutes,1967
NR,Action and Adventure|Art House and International,"Jan 1, 1982","Jan 9, 2007",110 minutes,1982
R,Action and Adventure|Art House and International|Drama|Mystery and Suspense,"Apr 1, 2005","Aug 30, 2005",105 minutes,2005
R,Comedy|Drama,"Mar 4, 2016","Jun 28, 2016",111 minutes,2016
R,Art House and International|Drama|Romance,"Dec 29, 2017","Apr 24, 2018",105 minutes,2017
R,Comedy,"Mar 22, 1996","Jun 15, 1999",93 minutes,1996
NR,Action and Adventure|Drama,"Jan 1, 1952","Aug 20, 2013",84 minutes,1952
PG-13,Horror,"Feb 27, 2015","Jun 16, 2015",83 minutes,2015
R,Art House and International|Comedy|Drama,"Jan 1, 1987","Sep 18, 2007",92 minutes,1987
PG-13,Action and Adventure|Mystery and Suspense,"Oct 18, 2013","Feb 11, 2014",105 minutes,2013
NR,Action and Adventure|Art House and International|Drama,"Jan 12, 2018","Apr 24, 2018",116 minutes,2018
R,Art House and International|Drama,"Jan 1, 1973","Feb 2, 1999",205 minutes,1973
R,Art House and International|Drama,"Dec 16, 1994","Jul 1, 2003",125 minutes,1994
PG,Animation|Kids and Family|Science Fiction and Fantasy,"Oct 24, 1993","Dec 2, 1997",76 minutes,1993
PG,Documentary|Musical and Performing Arts,"Oct 28, 2009","Jan 26, 2010",121 minutes,2009
R,Comedy|Drama|Romance,"Sep 26, 2003","Feb 3, 2004",102 minutes,2003
R,Drama|Romance,"Jan 1, 1990","Nov 17, 1998",144 minutes,1990
PG,Art House and International|Classics|Drama,"Sep 6, 1954","Nov 18, 2003",115 minutes,1954
NR,Classics|Comedy|Musical and Performing Arts,"Jul 1, 1947","Aug 3, 2004",89 minutes,1947
NR,Classics|Musical and Performing Arts,"Jan 1, 1940","Sep 25, 2007",120 minutes,1940
R,Art House and International|Drama|Special Interest,"May 8, 2015","Sep 22, 2015",135 minutes,2015
PG-13,Comedy,"Jul 19, 1991","Mar 22, 2005",107 minutes,1991
R,Action and Adventure|Drama|Western,"Oct 5, 2007","Feb 5, 2008",159 minutes,2007
PG,Art House and International|Drama,"Nov 6, 1987","Feb 23, 1999",157 minutes,1987
PG-13,Mystery and Suspense|Science Fiction and Fantasy,"Nov 10, 2000","Mar 27, 2001",108 minutes,2000
R,Drama|Mystery and Suspense,"Jan 11, 2003","Aug 29, 2006",95 minutes,2003
PG,Animation|Comedy|Kids and Family,"Nov 5, 2004","Mar 15, 2005",115 minutes,2004
PG-13,Comedy|Drama|Romance,"Jul 29, 2005","Dec 20, 2005",98 minutes,2005
PG,Art House and International|Comedy|Drama,"May 30, 1986","Sep 2, 2003",103 minutes,1986
R,Drama|Mystery and Suspense,"Nov 7, 2008","Mar 3, 2009",93 minutes,2008
R,Action and Adventure|Drama,"Aug 17, 2007","Oct 28, 2008",114 minutes,2007
R,Comedy|Romance,"Feb 12, 2016","May 24, 2016",110 minutes,2016
PG,Action and Adventure|Kids and Family|Science Fiction and Fantasy,"Dec 11, 1991","Mar 21, 2000",136 minutes,1991
NR,Drama|Mystery and Suspense,"Oct 28, 2016","Dec 6, 2016",88 minutes,2016
R,Drama|Science Fiction and Fantasy|Western,"May 26, 1995","Jul 3, 2001",121 minutes,1995
R,Drama,"Sep 5, 2003","Oct 14, 2003",132 minutes,2003
PG-13,Comedy|Drama|Romance,"Jun 1, 2006","Oct 17, 2006",107 minutes,2006
NR,Action and Adventure|Drama,"May 16, 1957","Oct 25, 2016",120 minutes,1957
PG-13,Action and Adventure|Drama|Western,"Nov 27, 2001","Nov 27, 2001",97 minutes,2001
R,Mystery and Suspense|Science Fiction and Fantasy|Western,"Jun 13, 2014","Sep 23, 2014",103 minutes,2014
NR,Drama|Television,"Sep 25, 2004","Mar 29, 2005",120 minutes,2004
R,Comedy|Drama|Special Interest,"Aug 27, 1993","Mar 24, 2009",100 minutes,1993
PG,Art House and International|Comedy|Drama|Science Fiction and Fantasy|Special Interest,"Sep 15, 1972","Dec 19, 2000",101 minutes,1972
R,Drama,"Oct 21, 2016","Feb 7, 2017",126 minutes,2016
PG-13,Comedy,"Sep 16, 2011","Jan 3, 2012",89 minutes,2011
PG,Comedy,"Dec 25, 1981","Feb 22, 2005",91 minutes,1981
G,Animation|Kids and Family,"Feb 11, 2005","May 24, 2005",67 minutes,2005
NR,Classics|Comedy|Drama,"Aug 9, 1944","May 10, 2011",101 minutes,1944
PG-13,Drama,"Jan 14, 2005","Jun 21, 2005",136 minutes,2005
PG,Comedy|Romance,"Jan 1, 1987","May 21, 2002",114 minutes,1987
PG-13,Action and Adventure|Comedy|Western,"May 26, 2000","Oct 10, 2000",110 minutes,2000
PG-13,Art House and International|Comedy|Drama,"Oct 1, 1997","Jul 4, 2000",100 minutes,1997
PG-13,Action and Adventure|Drama|Science Fiction and Fantasy,"May 7, 2009","Nov 17, 2009",127 minutes,2009
R,Drama|Mystery and Suspense|Science Fiction and Fantasy,"Oct 21, 2005","Mar 28, 2006",99 minutes,2005
NR,Documentary|Special Interest|Television,"Aug 28, 2009","Sep 7, 2010",84 minutes,2009
R,Comedy|Drama,"Feb 3, 1995","Nov 6, 2001",115 minutes,1995
PG-13,Comedy|Romance,"May 14, 2004","Oct 12, 2004",86 minutes,2004
R,Mystery and Suspense,"Oct 19, 2018","Dec 18, 2018",90 minutes,2018
PG-13,Comedy|Drama,"Apr 20, 2012","Aug 28, 2012",103 minutes,2012
R,Comedy,"Nov 2, 2012","Apr 30, 2013",91 minutes,2012
R,Horror,"May 20, 2005","Oct 25, 2005",111 minutes,2005
NR,Classics|Drama|Romance,"Feb 10, 1950","Feb 6, 2007",115 minutes,1950
R,Comedy|Drama,"Sep 10, 1996","Feb 10, 1998",105 minutes,1996
NR,Classics|Drama|Mystery and Suspense,"Nov 20, 1947","Sep 27, 2005",89 minutes,1947
PG-13,Action and Adventure|Drama|Horror|Science Fiction and Fantasy,"Dec 20, 1985","Mar 27, 2001",109 minutes,1985
PG,Comedy|Kids and Family,"Dec 8, 2006","Aug 7, 2007",89 minutes,2006
PG-13,Comedy|Romance,"Apr 12, 1991","Mar 19, 2002",108 minutes,1991
NR,Documentary|Drama,"Jul 22, 1944","Nov 10, 1993",130 minutes,1944
G,Art House and International|Documentary|Drama|Musical and Performing Arts|Special Interest,"Apr 29, 1988","Sep 17, 2002",95 minutes,1988
PG,Comedy,"Jan 16, 2009","May 19, 2009",91 minutes,2009
R,Art House and International|Comedy|Drama,"Nov 8, 1981","Sep 11, 2001",98 minutes,1981
R,Action and Adventure|Drama|Horror|Mystery and Suspense,"Jun 24, 2005","Oct 18, 2005",92 minutes,2005
PG-13,Comedy,"Dec 10, 2007","Apr 14, 2008",101 minutes,2007
R,Art House and International|Drama,"Mar 7, 2003","Jul 15, 2003",103 minutes,2003
NR,Art House and International|Drama,"Jan 1, 2003","Aug 17, 2004",92 minutes,2003
PG,Science Fiction and Fantasy,"May 30, 2014","Nov 4, 2014",97 minutes,2014
R,Drama,"Jun 29, 2018","Aug 28, 2018",102 minutes,2018
PG-13,Comedy|Science Fiction and Fantasy,"Dec 13, 2002","Jan 25, 2005",101 minutes,2002
R,Drama,"Oct 25, 2002","Mar 18, 2003",108 minutes,2002
NR,Action and Adventure|Art House and International|Drama,"Jan 1, 2000","May 17, 2005",104 minutes,2000
PG,Animation|Comedy|Kids and Family,"Aug 4, 2006","Dec 12, 2006",90 minutes,2006
PG-13,Drama,"Nov 23, 2012","Mar 12, 2013",98 minutes,2012
R,Action and Adventure|Art House and International|Drama|Mystery and Suspense,"Feb 9, 1977","Oct 5, 1999",126 minutes,1977
NR,Drama|Mystery and Suspense,"Sep 16, 2002","Sep 7, 2004",91 minutes,2002
NR,Action and Adventure|Classics|Western,"May 27, 1967","Aug 18, 1998",96 minutes,1967
PG,Action and Adventure|Art House and International|Mystery and Suspense,"Sep 25, 1974","Jul 15, 2003",126 minutes,1974
PG-13,Comedy,"Jul 26, 1985","Apr 2, 2002",95 minutes,1985
NR,Action and Adventure|Art House and International|Classics|Drama,"Jun 9, 1994","May 6, 1997",178 minutes,1994
PG,Action and Adventure|Comedy|Kids and Family|Mystery and Suspense,"Mar 30, 2001","Sep 18, 2001",88 minutes,2001
PG-13,Comedy|Drama|Romance,"Jul 20, 2001","Nov 13, 2001",103 minutes,2001
NR,Animation|Kids and Family,"May 1, 2010","Mar 9, 2010",75 minutes,2010
PG,Action and Adventure|Comedy,"Jan 28, 1983","Feb 19, 2002",96 minutes,1983
R,Drama,"Nov 8, 2002","Mar 18, 2003",111 minutes,2002
PG-13,Drama,"Aug 1, 2014","Jan 6, 2015",138 minutes,2014
R,Horror|Science Fiction and Fantasy,"Nov 18, 1983","Sep 13, 2005",82 minutes,1983
NR,Art House and International|Comedy|Drama|Science Fiction and Fantasy,"May 21, 1999","Mar 26, 2002",175 minutes,1999
NR,Art House and International|Drama,"Jul 11, 2001","Sep 25, 2007",89 minutes,2001
PG-13,Drama,"Feb 20, 2004","Jul 13, 2004",110 minutes,2004
R,Drama|Mystery and Suspense,"Jan 10, 1992","Aug 28, 2001",110 minutes,1992
R,Drama|Mystery and Suspense,"Sep 19, 2003","Mar 2, 2004",119 minutes,2003
PG-13,Comedy|Romance,"Dec 9, 2016","Apr 4, 2017",104 minutes,2016
R,Comedy,"Jan 12, 2000","Jun 1, 2004",98 minutes,2000
R,Art House and International|Classics|Horror|Mystery and Suspense,"Sep 2, 1971","Dec 4, 2001",95 minutes,1971
PG-13,Comedy|Drama,"Apr 21, 2006","Oct 3, 2006",108 minutes,2006
R,Art House and International|Comedy,"Oct 13, 1995","Mar 4, 2003",89 minutes,1995
PG,Comedy|Romance,"May 12, 2017","Sep 5, 2017",92 minutes,2017
PG-13,Comedy|Drama|Mystery and Suspense,"Jan 30, 2004","Jun 29, 2004",92 minutes,2004
PG,Action and Adventure|Comedy|Kids and Family,"Jan 18, 2002","May 14, 2002",99 minutes,2002
PG,Action and Adventure|Comedy|Kids and Family,"Oct 27, 2000","Mar 6, 2001",105 minutes,2000
NR,Action and Adventure|Art House and International|Drama,"Aug 13, 2009","Nov 24, 2009",100 minutes,2009
NR,Classics|Drama,"Jul 18, 1959","Apr 4, 2006",149 minutes,1959
G,Classics|Drama|Mystery and Suspense,"Jul 3, 1962","Mar 6, 2001",143 minutes,1962
NR,Comedy|Drama|Romance,"May 10, 2000","Mar 27, 2007",118 minutes,2000
NR,Comedy|Drama,"Mar 14, 2008","Mar 9, 2010",102 minutes,2008
NR,Art House and International|Drama,"Oct 20, 2000","Jan 1, 2005",88 minutes,2000
NR,Art House and International|Documentary|Drama,"Jan 28, 2005","Oct 25, 2005",108 minutes,2005
PG,Action and Adventure|Comedy|Drama|Kids and Family,"Jun 1, 1995","Sep 10, 1996",94 minutes,1995
NR,Art House and International|Mystery and Suspense,"Jan 1, 1998","May 25, 1999",85 minutes,1998
PG,Action and Adventure|Classics|Drama|Romance,"Dec 23, 1951","Jul 9, 2004",105 minutes,1951
G,Classics|Comedy|Drama|Romance,"Aug 14, 1952","Feb 20, 2001",129 minutes,1952
NR,Classics|Comedy|Musical and Performing Arts|Romance,"Nov 26, 1943","Sep 25, 2007",99 minutes,1943
PG,Action and Adventure|Classics|Drama|Horror|Mystery and Suspense|Science Fiction and Fantasy,"Sep 24, 1968","Jan 13, 2004",91 minutes,1968
PG-13,Drama,"Jan 30, 2015","May 5, 2015",90 minutes,2015
R,Art House and International|Horror,"Jan 1, 1988","Oct 19, 1999",93 minutes,1988
R,Action and Adventure|Comedy|Drama|Mystery and Suspense,"Mar 5, 1999","Aug 31, 1999",105 minutes,1999
R,Action and Adventure|Drama|Mystery and Suspense,"Apr 7, 2000","Oct 10, 2000",127 minutes,2000
R,Drama,"Jun 1, 1994","Mar 14, 1995",91 minutes,1994
NR,Drama,"Aug 3, 2018","Dec 3, 2018",90 minutes,2018
PG,Classics|Comedy|Drama,"Sep 17, 1971","Jul 6, 2004",113 minutes,1971
PG-13,Comedy,"Oct 9, 2009","Feb 9, 2010",107 minutes,2009
NR,Action and Adventure|Drama,"Nov 9, 1965","Feb 7, 1991",110 minutes,1965
PG,Comedy|Drama,"Sep 15, 1995","Jun 3, 2003",94 minutes,1995
NR,Art House and International|Drama|Special Interest,"Jan 1, 1994","May 16, 2006",96 minutes,1994
R,Comedy|Romance,"Jun 1, 2007","Sep 25, 2007",129 minutes,2007
R,Horror|Mystery and Suspense,"Mar 11, 1981","Apr 27, 2004",85 minutes,1981
PG,Animation|Comedy|Kids and Family,"Dec 18, 2015","Mar 15, 2016",86 minutes,2015
NR,Classics|Comedy,"Jan 1, 1967","Jan 6, 2004",109 minutes,1967
G,Art House and International|Comedy|Horror,"Nov 13, 1967","Oct 5, 2004",107 minutes,1967
R,Drama|Mystery and Suspense,"Mar 2, 2018","Mar 20, 2018",120 minutes,2018
NR,Classics|Horror|Science Fiction and Fantasy,"Jun 1, 1953","Sep 1, 2009",85 minutes,1953
R,Art House and International|Comedy|Drama|Gay and Lesbian,"Mar 8, 1995","Jun 3, 2003",99 minutes,1995
G,Drama|Mystery and Suspense,"Dec 1, 1958","Nov 3, 2009",81 minutes,1958
PG-13,Comedy|Drama|Romance,"Dec 23, 1997","May 19, 1998",139 minutes,1997
R,Comedy,"Feb 1, 2008","May 20, 2008",87 minutes,2008
PG-13,Drama|Musical and Performing Arts,"Nov 2, 1990","Aug 24, 2004",95 minutes,1990
PG,Drama|Kids and Family|Faith and Spirituality,"Apr 9, 2010","Aug 10, 2010",110 minutes,2010
R,Drama|Horror,"Jun 9, 2017","Sep 12, 2017",91 minutes,2017
R,Drama|Mystery and Suspense,"Nov 11, 1992","Jun 4, 2002",105 minutes,1992
PG,Action and Adventure|Science Fiction and Fantasy,"Oct 10, 1968","Jun 22, 1999",98 minutes,1968
NR,Action and Adventure|Comedy|Musical and Performing Arts|Science Fiction and Fantasy|Western,"Oct 12, 2001","Feb 22, 2005",94 minutes,2001
PG,Action and Adventure|Drama,"Jan 1, 1984","May 17, 2005",93 minutes,1984
NR,Comedy|Romance,"May 28, 1999","Aug 22, 2000",96 minutes,1999
R,Art House and International|Comedy|Drama,"Apr 16, 1999","Oct 26, 2006",101 minutes,1999
NR,Art House and International|Classics|Comedy|Drama|Romance,"Sep 20, 1954","Jan 27, 2009",90 minutes,1954
R,Horror|Mystery and Suspense,"Jul 24, 1981","Aug 13, 2002",115 minutes,1981
NR,Action and Adventure|Art House and International|Drama|Mystery and Suspense,"Jan 1, 2000","Mar 20, 2012",114 minutes,2000
G,Action and Adventure|Animation|Comedy|Drama|Kids and Family,"Jun 21, 2000","Nov 21, 2000",85 minutes,2000
NR,Classics|Comedy|Kids and Family|Romance,"Dec 18, 1960","Oct 12, 2004",91 minutes,1960
R,Comedy|Drama,"Aug 7, 2002","Jan 7, 2003",93 minutes,2002
G,Action and Adventure|Comedy|Kids and Family|Mystery and Suspense|Science Fiction and Fantasy,"Aug 6, 1975","Nov 18, 1988",93 minutes,1975
PG-13,Action and Adventure|Horror|Kids and Family|Science Fiction and Fantasy,"Mar 9, 2012","Jun 5, 2012",118 minutes,2012
R,Horror|Science Fiction and Fantasy,"Sep 11, 1998","Apr 15, 2003",90 minutes,1998
R,Comedy|Drama|Romance,"Jun 1, 1990","Dec 28, 2004",115 minutes,1990
R,Drama,"Dec 2, 1994","Sep 2, 2003",128 minutes,1994
PG-13,Comedy,"Feb 8, 2008","Jun 17, 2008",114 minutes,2008
NR,Classics|Comedy|Romance,"Dec 1, 1940","Sep 10, 1997",112 minutes,1940
R,Action and Adventure|Drama|Mystery and Suspense,"Apr 4, 1980","Jun 20, 2000",99 minutes,1980
PG,Kids and Family|Science Fiction and Fantasy,"Nov 15, 2002","Apr 11, 2003",161 minutes,2002
NR,Classics|Horror|Mystery and Suspense,"Jan 1, 1962","Jun 10, 2003",123 minutes,1962
NR,Classics|Comedy|Romance,"Oct 23, 1963","Jun 9, 2009",110 minutes,1963
PG-13,Comedy,"Oct 6, 2000","Mar 6, 2001",108 minutes,2000
R,Art House and International|Drama|Mystery and Suspense,"Oct 14, 2011","Mar 6, 2012",117 minutes,2011
G,Classics|Drama,"Oct 13, 1968","May 30, 1996",108 minutes,1968
PG-13,Comedy|Horror|Mystery and Suspense,"Apr 12, 1985","Oct 1, 2002",94 minutes,1985
R,Drama|Romance,"May 15, 2008","Jul 14, 2009",111 minutes,2008
PG-13,Comedy|Romance,"Jun 1, 1989","Nov 3, 2009",119 minutes,1989
NR,Classics|Drama|Science Fiction and Fantasy,"May 15, 1934","Mar 30, 2004",85 minutes,1934
NR,Action and Adventure|Art House and International|Drama,"Dec 21, 1995","May 12, 1998",101 minutes,1995
R,Comedy,"Aug 24, 2001","Feb 26, 2002",104 minutes,2001
PG,Action and Adventure|Drama|Science Fiction and Fantasy,"Jun 1, 1982","Oct 1, 2002",136 minutes,1982
PG-13,Drama,"Jan 16, 2015","May 12, 2015",99 minutes,2015
R,Drama|Horror|Mystery and Suspense,"Dec 29, 2000","May 29, 2001",93 minutes,2000
NR,Classics|Comedy,"Sep 18, 1929","Dec 9, 2008",96 minutes,1929
R,Classics|Comedy|Drama,"Jul 5, 1991","Sep 14, 2004",105 minutes,1991
NR,Drama|Mystery and Suspense,"Sep 8, 1958","May 12, 2009",119 minutes,1958
R,Drama,"Oct 5, 1998","Mar 23, 1999",103 minutes,1998
PG,Action and Adventure|Animation|Kids and Family|Science Fiction and Fantasy,"Oct 23, 2009","Mar 16, 2010",94 minutes,2009
R,Art House and International|Comedy|Drama,"Jan 1, 1988","Sep 17, 2002",126 minutes,1988
G,Comedy|Kids and Family|Science Fiction and Fantasy,"Nov 25, 1998","May 4, 1999",90 minutes,1998
R,Drama,"Sep 23, 2016","Dec 27, 2016",118 minutes,2016
PG,Action and Adventure|Classics|Drama|Mystery and Suspense|Romance,"Aug 16, 1940","Sep 7, 2004",120 minutes,1940
R,Action and Adventure|Comedy,"Oct 30, 1987","Feb 6, 2001",104 minutes,1987
NR,Art House and International|Drama|Mystery and Suspense|Romance,"Jun 24, 1958","Apr 25, 2006",92 minutes,1958
PG-13,Comedy|Romance,"Jun 20, 2014","Sep 16, 2014",106 minutes,2014
G,Animation|Kids and Family|Science Fiction and Fantasy,"Aug 15, 2008","Dec 2, 2008",84 minutes,2008
PG,Animation|Kids and Family|Science Fiction and Fantasy,"Nov 22, 1985","Jun 21, 2005",107 minutes,1985
PG-13,Art House and International|Comedy|Drama,"May 1, 1987","Feb 23, 1999",105 minutes,1987
PG-13,Comedy,"Aug 8, 2008","Nov 11, 2008",89 minutes,2008
R,Drama|Mystery and Suspense,"Dec 20, 2011","Mar 20, 2012",157 minutes,2011
PG-13,Drama|Romance,"Dec 16, 2005","Mar 28, 2006",105 minutes,2005
